code,display
665.90,"TRAUMI OSTETRICI NON SPECIFICATI,EPISODIO DI CURA NON SPECIFICATO"
665.91,"TRAUMI OSTETRICI NON SPECIFICATI,PARTO CON O SENZA MENZIONE DELLE MANIFESTAZIONI ANTEPARTUM"
665.92,"TRAUMI OSTETRICI NON SPECIFICATI,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
665.93,"TRAUMI OSTETRICI NON SPECIFICATI,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
665.94,"TRAUMI OSTETRICI NON SPECIFICATI,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
666,EMORRAGIA POSTPARTUM
666.0,EMORRAGIA DEL TERZO STADIO
666.00,"EMORRAGIA DEL TERZO STADIO,EPISODIO DI CURA NON SPECIFICATO"
666.02,"EMORRAGIA DEL TERZO STADIO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
666.04,"EMORRAGIA DEL TERZO STADIO,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
666.1,ALTRA EMORRAGIA POSTPARTUM IMMEDIATA
666.10,"ALTRA EMORRAGIA POSTPARTUM IMMEDIATA,EPISODIO DI CURA NON SPECIFICATO"
666.12,"ALTRA EMORRAGIA POSTPARTUM IMMEDIATA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
666.14,"ALTRA EMORRAGIA POSTPARTUM IMMEDIATA,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
666.2,EMORRAGIA POSTPARTUM RITARDATA E SECONDARIA
666.20,"EMORRAGIA POSTPARTUM RITARDATA E SECONDARIA,EPISODIO DI CURA NON SPECIFICATO"
666.22,"EMORRAGIA POSTPARTUM RITARDATA E SECONDARIA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
666.24,"EMORRAGIA POSTPARTUM RITARDATA E SECONDARIA,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
666.3,DIFETTI DELLA COAGULAZIONE POSTPARTUM
666.30,"DIFETTI DELLA COAGULAZIONE POSTPARTUM,EPISODIO DI CURA NON SPECIFICATO"
666.32,"DIFETTI DELLA COAGULAZIONE POSTPARTUM,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
666.34,"DIFETTI DELLA COAGULAZIONE POSTPARTUM,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
667,"RITENZIONE DELLA PLACENTA O DELLE MEMBRANE, SENZA EMORRAGIA"
667.0,"PLACENTA RITENUTA, SENZA EMORRAGIA"
667.00,"PLACENTA RITENUTA,SENZA EMORRAGIA,EPISODIO DI CURA NON SPECIFICATO"
667.02,"PLACENTA RITENUTA,SENZA EMORRAGIA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
667.04,"PLACENTA RITENUTA,SENZA EMORRAGIA,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
667.1,"RITENZIONE DI RESIDUI DI PORZIONI DELLA PLACENTA O DELLE MEMBRANE, SENZA EMORRAGIA"
667.10,"RITENZIONE DI RESIDUI DI PORZIONI DELLA PLACENTA O DELLE MEMBRANE,SENZA EMORRAGIA,EPISODIO DI CURA NON SPECIFICATO"
667.12,"RITENZIONE DI RESIDUI DI PORZIONI DELLA PLACENTA O DELLE MEMBRANE,SENZA EMORRAGIA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
667.14,"RITENZIONE DI RESIDUI DI PORZIONI DELLA PLACENTA O DELLE MEMBRANE,SENZA EMORRAGIA,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
668,COMPLICAZIONI DA SOMMINISTRAZIONE DI ANESTETICI O ALTRI SEDATIVI NEL CORSO DEL TRAVAGLIO E DEL PARTO
668.0,"COMPLICAZIONI POLMONARI (SUCCESSIVE AD ANESTESIA O AD ALTRI SEDATIVI, NEL CORSO DEL TRAVAGLIO O DEL PARTO)"
668.00,"COMPLICAZIONI POLMONARI,EPISODIO DI CURA NON SPECIFICATO"
668.01,"COMPLICAZIONI POLMONARI,PARTO CON O SENZA MENZIONE DELLE MANIFESTAZIONI ANTEPARTUM"
668.02,"COMPLICAZIONI POLMONARI,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
668.03,"COMPLICAZIONI POLMONARI,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
668.04,"COMPLICAZIONI POLMONARI,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
668.1,COMPLICAZIONI CARDIACHE
668.10,"COMPLICAZIONI CARDIACHE,EPISODIO DI CURA NON SPECIFICATO"
668.11,"COMPLICAZIONI CARDIACHE,PARTO CON O SENZA MENZIONE DELLE MANIFESTAZIONI ANTEPARTUM"
668.12,"COMPLICAZIONI CARDIACHE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
668.13,"COMPLICAZIONI CARDIACHE,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
668.14,"COMPLICAZIONI CARDIACHE,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
668.2,COMPLICAZIONI DEL SISTEMA NERVOSO CENTRALE
668.20,"COMPLICAZIONI DEL SISTEMA NERVOSO CENTRALE,EPISODIO DI CURA NON SPECIFICATO"
668.21,"COMPLICAZIONI DEL SISTEMA NERVOSO CENTRALE,PARTO CON O SENZA MENZIONE DELLE MANIFESTAZIONI ANTEPARTUM"
668.22,"COMPLICAZIONI DEL SISTEMA NERVOSO CENTRALE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
668.23,"COMPLICAZIONI DEL SISTEMA NERVOSO CENTRALE,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
668.24,"COMPLICAZIONI DEL SISTEMA NERVOSO CENTRALE,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
668.8,ALTRE COMPLICAZIONI DA ANESTESIA O ALTRI SEDATIVI NEL CORSO DEL TRAVAGLIO E DEL PARTO
668.80,"ALTRE COMPLICAZIONI DA ANESTESIA O ALTRI SEDATIVI NEL CORSO DEL TRAVAGLIO E DEL PARTO,EPISODIO DI CURA NON SPECIFICATO"
668.81,"ALTRE COMPLICAZIONI DA ANESTESIA O ALTRI SEDATIVI NEL CORSO DEL TRAVAGLIO E DEL PARTO,PARTO CON O SENZA MENZIONE DELLE MANIFESTAZIONI ANTEPARTUM"
668.82,"ALTRE COMPLICAZIONI DA ANESTESIA O ALTRI SEDATIVI NEL CORSO DEL TRAVAGLIO E DEL PARTO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
668.83,"ALTRE COMPLICAZIONI DA ANESTESIA O ALTRI SEDATIVI NEL CORSO DEL TRAVAGLIO E DEL PARTO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
668.84,"ALTRE COMPLICAZIONI DA ANESTESIA O ALTRI SEDATIVI NEL CORSO DEL TRAVAGLIO E DEL PARTO,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
668.9,COMPLICAZIONE NON SPECIFICATA DA ANESTESIA O DA ALTRE SEDAZIONI
668.90,"COMPLICAZIONE NON SPECIFICATA DA ANESTESIA O DA ALTRE SEDAZIONI,EPISODIO DI CURA NON SPECIFICATO"
668.91,"COMPLICAZIONE NON SPECIFICATA DA ANESTESIA O DA ALTRE SEDAZIONI,PARTO CON O SENZA MENZIONE DELLE MANIFESTAZIONI ANTEPARTUM"
668.92,"COMPLICAZIONE NON SPECIFICATA DA ANESTESIA O DA ALTRE SEDAZIONI,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
668.93,"COMPLICAZIONE NON SPECIFICATA DA ANESTESIA O DA ALTRE SEDAZIONI,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
668.94,"COMPLICAZIONE NON SPECIFICATA DA ANESTESIA O DA ALTRE SEDAZIONI,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
669,"ALTRE COMPLICAZIONI DEL TRAVAGLIO E DEL PARTO, NON ALTRIMENTI CLASSIFICATE"
669.0,SOFFERENZA MATERNA
669.00,"SOFFERENZA MATERNA,EPISODIO DI CURA NON SPECIFICATO"
669.01,"SOFFERENZA MATERNA,PARTO CON O SENZA MENZIONE DELLE MANIFESTAZIONI ANTEPARTUM"
669.02,"SOFFERENZA MATERNA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
669.03,"SOFFERENZA MATERNA,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
669.04,"SOFFERENZA MATERNA,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
669.1,SHOCK DURANTE O DOPO IL TRAVAGLIO
669.10,"SHOCK DURANTE O DOPO IL TRAVAGLIO,EPISODIO DI CURA NON SPECIFICATO"
669.11,"SHOCK DURANTE O DOPO IL TRAVAGLIO,PARTO CON O SENZA MENZIONE DELLE MANIFESTAZIONI ANTEPARTUM"
669.12,"SHOCK DURANTE O DOPO IL TRAVAGLIO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
669.13,"SHOCK DURANTE O DOPO IL TRAVAGLIO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
669.14,"SHOCK DURANTE O DOPO IL TRAVAGLIO,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
669.2,SINDROME DA IPOTENSIONE MATERNA
669.20,"SINDROME DA IPOTENSIONE MATERNA,EPISODIO DI CURA NON SPECIFICATO"
669.21,"SINDROME DA IPOTENSIONE MATERNA,PARTO CON O SENZA MENZIONE DELLE MANIFESTAZIONI ANTEPARTUM"
669.22,"SINDROME DA IPOTENSIONE MATERNA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
669.23,"SINDROME DA IPOTENSIONE MATERNA,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
669.24,"SINDROME DA IPOTENSIONE MATERNA,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
669.3,INSUFFICIENZA RENALE ACUTA SUCCESSIVA AL TRAVAGLIO E AL PARTO
669.30,"INSUFFICIENZA RENALE ACUTA SUCCESSIVA AL TRAVAGLIO E AL PARTO,EPISODIO DI CURA NON SPECIFICATO"
669.32,"INSUFFICIENZA RENALE ACUTA SUCCESSIVA AL TRAVAGLIO E AL PARTO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
669.34,"INSUFFICIENZA RENALE ACUTA SUCCESSIVA AL TRAVAGLIO E AL PARTO,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
669.4,ALTRE COMPLICAZIONI DELLE PROCEDURE E DEGLI INTERVENTI CHIRURGICI OSTETRICI
669.40,"ALTRE COMPLICAZIONI DELLE PROCEDURE E DEGLI INTERVENTI CHIRURGICI OSTETRICI,EPISODIO DI CURA NON SPECIFICATO"
669.41,"ALTRE COMPLICAZIONI DELLE PROCEDURE E DEGLI INTERVENTI CHIRURGICI OSTETRICI,PARTO CON O SENZA MENZIONE DELLE MANIFESTAZIONI ANTEPARTUM"
669.42,"ALTRE COMPLICAZIONI DELLE PROCEDURE E DEGLI INTERVENTI CHIRURGICI OSTETRICI,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
669.43,"ALTRE COMPLICAZIONI DELLE PROCEDURE E DEGLI INTERVENTI CHIRURGICI OSTETRICI,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
669.44,"ALTRE COMPLICAZIONI DELLE PROCEDURE E DEGLI INTERVENTI CHIRURGICI OSTETRICI,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
669.5,"PARTO CON APPLICAZIONE DI FORCIPE O VENTOSA, SENZA MENZIONE DELL'INDICAZIONE"
669.50,"PARTO CON APPLICAZIONE DI FORCIPE O VENTOSA,SENZA MENZIONE DELL'INDICAZIONE,EPISODIO DI CURA NON SPECIFICATO"
669.51,"PARTO CON APPLICAZIONE DI FORCIPE O VENTOSA,SENZA MENZIONE DELL'INDICAZIONE,PARTO CON O SENZA MENZIONE DELLE MANIFESTAZIONI ANTEPARTUM"
669.6,"ESTRAZIONE PODALICA, SENZA MENZIONE DELL'INDICAZIONE"
669.60,"ESTRAZIONE PODALICA,SENZA MENZIONE DELL'INDICAZIONE,EPISODIO DI CURA NON SPECIFICATO"
669.61,"ESTRAZIONE PODALICA,SENZA MENZIONE DELL'INDICAZIONE,PARTO CON O SENZA MENZIONE DELLE MANIFESTAZIONI ANTEPARTUM"
669.7,"TAGLIO CESAREO, SENZA MENZIONE DELL'INDICAZIONE"
669.70,"TAGLIO CESAREO,SENZA MENZIONE DELL'INDICAZIONE,EPISODIO DI CURA NON SPECIFICATO"
669.71,"TAGLIO CESAREO,SENZA MENZIONE DELL'INDICAZIONE,PARTO CON O SENZA MENZIONE DELLE MANIFESTAZIONI ANTEPARTUM"
669.8,ALTRE COMPLICAZIONI DEL TRAVAGLIO E DEL PARTO
669.80,"ALTRE COMPLICAZIONI DEL TRAVAGLIO E DEL PARTO,EPISODIO DI CURA NON SPECIFICATO"
669.81,"ALTRE COMPLICAZIONI DEL TRAVAGLIO E DEL PARTO,PARTO CON O SENZA MENZIONE DELLE MANIFESTAZIONI ANTEPARTUM"
669.82,"ALTRE COMPLICAZIONI DEL TRAVAGLIO E DEL PARTO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
669.83,"ALTRE COMPLICAZIONI DEL TRAVAGLIO E DEL PARTO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
669.84,"ALTRE COMPLICAZIONI DEL TRAVAGLIO E DEL PARTO,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
669.9,COMPLICAZIONI NON SPECIFICATE DEL TRAVAGLIO E DEL PARTO
669.90,"COMPLICAZIONI NON SPECIFICATE DEL TRAVAGLIO E DEL PARTO,EPISODIO DI CURA NON SPECIFICATO"
669.91,"COMPLICAZIONI NON SPECIFICATE DEL TRAVAGLIO E DEL PARTO,PARTO CON O SENZA MENZIONE DELLE MANIFESTAZIONI ANTEPARTUM"
669.92,"COMPLICAZIONI NON SPECIFICATE DEL TRAVAGLIO E DEL PARTO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
669.93,"COMPLICAZIONI NON SPECIFICATE DEL TRAVAGLIO E DEL PARTO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
669.94,"COMPLICAZIONI NON SPECIFICATE DEL TRAVAGLIO E DEL PARTO,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
670,INFEZIONI PUERPERALI MAGGIORI
670.0,INFEZIONI PUERPERALI MAGGIORI
670.00,"INFEZIONI PUERPERALI MAGGIORI,RICOVERO NON SPECIFICATO"
670.02,"INFEZIONI PUERPERALI MAGGIORI,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
670.04,"INFEZIONI PUERPERALI MAGGIORI,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
671,COMPLICAZIONI VENOSE DELLA GRAVIDANZA E DEL PUERPERIO
671.0,VENE VARICOSE DELLE GAMBE
671.00,"VENE VARICOSE DELLE GAMBE,EPISODIO DI ASSISTENZA NON SPECIFICATO"
671.01,"VENE VARICOSE DELLE GAMBE,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM"
671.02,"VENE VARICOSE DELLE GAMBE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
671.03,"VENE VARICOSE DELLE GAMBE,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
671.04,"VENE VARICOSE DELLE GAMBE,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
671.1,VARICI VULVARI E PERINEALI
671.10,"VARICI VULVARI E PERINEALI,EPISODIO DI ASSISTENZA NON SPECIFICATO"
671.11,"VARICI VULVARI E PERINEALI,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM"
671.12,"VARICI VULVARI E PERINEALI,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
671.13,"VARICI VULVARI E PERINEALI,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
671.14,"VARICI VULVARI E PERINEALI,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
671.2,TROMBOFLEBITE SUPERFICIALE
671.20,"TROMBOFLEBITE SUPERFICIALE,EPISODIO DI ASSISTENZA NON SPECIFICATO"
671.21,"TROMBOFLEBITE SUPERFICIALE,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM"
671.22,"TROMBOFLEBITE SUPERFICIALE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
671.23,"TROMBOFLEBITE SUPERFICIALE,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
671.24,"TROMBOFLEBITE SUPERFICIALE,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
671.3,"FLEBOTROMBOSI PROFONDA, ANTEPARTUM"
671.30,"FLEBOTROMBOSI PROFONDA,ANTEPARTUM,EPISODIO DI ASSISTENZA NON SPECIFICATO"
671.31,"FLEBOTROMBOSI PROFONDA,ANTEPARTUM,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM"
671.33,"FLEBOTROMBOSI PROFONDA,ANTEPARTUM,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
671.4,"FLEBOTROMBOSI PROFONDA, POSTPARTUM"
671.40,"FLEBOTROMBOSI PROFONDA,POSTPARTUM,EPISODIO DI ASSISTENZA NON SPECIFICATO"
671.42,"FLEBOTROMBOSI PROFONDA,POSTPARTUM,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
671.44,"FLEBOTROMBOSI PROFONDA,POSTPARTUM,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
671.5,ALTRE FLEBITI E TROMBOSI
671.50,"ALTRE FLEBITI E TROMBOSI,EPISODIO DI ASSISTENZA NON SPECIFICATO"
671.51,"ALTRE FLEBITI E TROMBOSI,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM"
671.52,"ALTRE FLEBITI E TROMBOSI,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
671.53,"ALTRE FLEBITI E TROMBOSI,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
671.54,"ALTRE FLEBITI E TROMBOSI,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
671.8,ALTRE COMPLICAZIONI VENOSE
671.80,"ALTRE COMPLICAZIONI VENOSE,EPISODIO DI ASSISTENZA NON SPECIFICATO"
671.81,"ALTRE COMPLICAZIONI VENOSE,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM"
671.82,"ALTRE COMPLICAZIONI VENOSE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
671.83,"ALTRE COMPLICAZIONI VENOSE,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
671.84,"ALTRE COMPLICAZIONI VENOSE,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
671.9,COMPLICAZIONE VENOSA NON SPECIFICATA
671.90,"COMPLICAZIONE VENOSA NON SPECIFICATA,EPISODIO DI ASSISTENZA NON SPECIFICATO"
671.91,"COMPLICAZIONE VENOSA NON SPECIFICATA,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM"
671.92,"COMPLICAZIONE VENOSA NON SPECIFICATA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
671.93,"COMPLICAZIONE VENOSA NON SPECIFICATA,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
671.94,"COMPLICAZIONE VENOSA NON SPECIFICATA,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
672,PIRESSIA DI ORIGINE IGNOTA DURANTE IL PUERPERIO
672.0,PIRESSIA DI ORIGINE IGNOTA DURANTE IL PUERPERIO
672.00,"PIRESSIA DI ORIGINE IGNOTA DURANTE IL PUERPERIO,EPISODIO DI ASSISTENZA NON SPECIFICATO"
672.02,"PIRESSIA DI ORIGINE IGNOTA DURANTE IL PUERPERIO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
672.04,"PIRESSIA DI ORIGINE IGNOTA DURANTE IL PUERPERIO,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
673,EMBOLIA POLMONARE OSTETRICA
673.0,EMBOLIA GASSOSA OSTETRICA
673.00,"EMBOLIA GASSOSA OSTETRICA,EPISODIO DI ASSISTENZA NON SPECIFICATO"
673.01,"EMBOLIA GASSOSA OSTETRICA,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM"
673.02,"EMBOLIA GASSOSA OSTETRICA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
673.03,"EMBOLIA GASSOSA OSTETRICA,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
673.04,"EMBOLIA GASSOSA OSTETRICA,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
673.1,EMBOLIA DA LIQUIDO AMNIOTICO
673.10,"EMBOLIA DA LIQUIDO AMNIOTICO,EPISODIO DI ASSISTENZA NON SPECIFICATO"
673.11,"EMBOLIA DA LIQUIDO AMNIOTICO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM"
673.12,"EMBOLIA DA LIQUIDO AMNIOTICO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
673.13,"EMBOLIA DA LIQUIDO AMNIOTICO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
673.14,"EMBOLIA DA LIQUIDO AMNIOTICO,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
673.2,EMBOLIA OSTETRICA DA COAGULO SANGUIGNO
673.20,"EMBOLIA OSTETRICA DA COAGULO SANGUIGNO,EPISODIO DI ASSISTENZA NON SPECIFICATO"
673.21,"EMBOLIA OSTETRICA DA COAGULO SANGUIGNO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM"
673.22,"EMBOLIA OSTETRICA DA COAGULO SANGUIGNO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
673.23,"EMBOLIA OSTETRICA DA COAGULO SANGUIGNO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
673.24,"EMBOLIA OSTETRICA DA COAGULO SANGUIGNO,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
673.3,PIEMIA OSTETRICA ED EMBOLIA SETTICA
673.30,"PIEMIA OSTETRICA ED EMBOLIA SETTICA,EPISODIO DI ASSISTENZA NON SPECIFICATO"
673.31,"PIEMIA OSTETRICA ED EMBOLIA SETTICA,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM"
673.32,"PIEMIA OSTETRICA ED EMBOLIA SETTICA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
673.33,"PIEMIA OSTETRICA ED EMBOLIA SETTICA,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
673.34,"PIEMIA OSTETRICA ED EMBOLIA SETTICA,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
673.8,ALTRA EMBOLIA POLMONARE
673.80,"ALTRA EMBOLIA POLMONARE,EPISODIO DI ASSISTENZA NON SPECIFICATO"
673.81,"ALTRA EMBOLIA POLMONARE,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM"
673.82,"ALTRA EMBOLIA POLMONARE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
673.83,"ALTRA EMBOLIA POLMONARE,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
673.84,"ALTRA EMBOLIA POLMONARE,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
674,"ALTRE E NON SPECIFICATE COMPLICAZIONI DEL PUERPERIO, NON CLASSIFICATE ALTROVE"
674.0,DISTURBI CEREBROVASCOLARI NEL PUERPERIO
674.00,"DISTURBI CEREBROVASCOLARI NEL PUERPERIO,EPISODIO DI ASSISTENZA NON SPECIFICATO"
674.01,"DISTURBI CEREBROVASCOLARI NEL PUERPERIO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM"
674.02,"DISTURBI CEREBROVASCOLARI NEL PUERPERIO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
674.03,"DISTURBI CEREBROVASCOLARI NEL PUERPERIO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
674.04,"DISTURBI CEREBROVASCOLARI NEL PUERPERIO,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
674.1,RIAPERTURA DI SUTURA DI CESAREO
674.10,"RIAPERTURA DI SUTURA DI CESAREO,EPISODIO DI ASSISTENZA NON SPECIFICATO"
674.12,"RIAPERTURA DI SUTURA DI CESAREO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
674.14,"RIAPERTURA DI SUTURA DI CESAREO,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
674.2,RIAPERTURA DELLA SUTURA PERINEALE
674.20,"RIAPERTURA DELLA SUTURA PERINEALE,EPISODIO DI ASSISTENZA NON SPECIFICATO"
674.22,"RIAPERTURA DELLA SUTURA PERINEALE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
674.24,"RIAPERTURA DELLA SUTURA PERINEALE,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
674.3,ALTRE COMPLICAZIONI DI SUTURE CHIRURGICHE OSTETRICHE
674.30,"ALTRE COMPLICAZIONI DI SUTURE CHIRURGICHE OSTETRICHE,EPISODIO DI ASSISTENZA NON SPECIFICATO"
674.32,"ALTRE COMPLICAZIONI DI SUTURE CHIRURGICHE OSTETRICHE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
674.34,"ALTRE COMPLICAZIONI DI SUTURE CHIRURGICHE OSTETRICHE,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
674.4,POLIPO PLACENTARE
674.40,"POLIPO PLACENTARE,EPISODIO DI ASSISTENZA NON SPECIFICATO"
674.42,"POLIPO PLACENTARE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
674.44,"POLIPO PLACENTARE,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
674.5,CARDIOMIOPATIA PERIPARTUM
674.50,"CARDIOMIOPATIA PERIPARTUM, EPISODIO DI ASSISTENZA NON SPECIFICATO"
674.51,"CARDIOMIOPATIA PERIPARTUM, PARTO, CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM"
674.52,"CARDIOMIOPATIA PERIPARTUM, PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
674.53,"CARDIOMIOPATIA PERIPARTUM, CONDIZIONE O COMPLICAZIONE ANTEPARTUM"
674.54,"CARDIOMIOPATIA PERIPARTUM, CONDIZIONE O COMPLICAZIONE POSTPARTUM"
674.8,ALTRE
674.80,"ALTRE COMPLICAZIONI DEL PUERPERIO,EPISODIO DI ASSISTENZA NON SPECIFICATO"
674.82,"ALTRE COMPLICAZIONI DEL PUERPERIO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
674.84,"ALTRE COMPLICAZIONI DEL PUERPERIO,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
674.9,NON SPECIFICATE
674.90,"ALTRE COMPLICAZIONI DEL PUERPERIO,NON SPECIFICATE,EPISODIO DI ASSISTENZA NON SPECIFICATO"
674.92,"ALTRE COMPLICAZIONI DEL PUERPERIO,NON SPECIFICATE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM"
674.94,"ALTRE COMPLICAZIONI DEL PUERPERIO,NON SPECIFICATE,CONDIZIONE O COMPLICAZIONE POSTPARTUM"
675,INFEZIONI DELLA MAMMELLA E DEL CAPEZZOLO ASSOCIATE ALLA NASCITA
675.0,INFEZIONI DEL CAPEZZOLO
